rule_id,prefix,layer,page_type,subject,component,state,property_name,condition_if,then_clause,else_clause,default_value,preferred_pattern,anti_pattern,evidence,source_ref
DET-031,DET,global,detail-page,拆分容器允许的嵌套组合（第 1 层）,,default,logical-assertion,如果 页面类型 = 详情页 且 对象 = 详情页嵌套规则拆分容器组合 且 规则 = 拆分容器允许的嵌套组合（第 1 层）,则拆分容器（第 1 层）允许： split>collapse-panel>title; split>title>（无第 3 层）,否则 请勿将拆分容器（第 1 层）与未定义的第 2 层或第 3 层组合配对,,仅当拆分容器位于第 1 层时才使用定义的组合,不要将拆分容器（第 1 层）与未定义的第 2 层或第 3 层组合配对,见4.1集装箱规则速查表；第 1 层 = 拆分容器,enterprise-vue-refiner/data/global-layout-rules.csv#DET-031
CRE-001,CRE,global,create-modal,弹窗新建页必须包含三个垂直区域,modal,default,logical-assertion,如果 页面类型 = 创建弹窗 且 对象 = 新建/编辑弹窗页面覆盖 且 规则 = 弹窗新建页必须包含三个垂直区域,则弹窗新建/编辑页面必须分为三个垂直区域：顶部头部区域、中间内容区域和底部栏；内容在中间滚动，底部固定在底部,否则不要将弹窗展平为单个未分割的区域或省略三个部分中的任何一个,header|scrollable content|fixed footer,渲染固定的头部、可滚动的中间内容区域和固定的底部栏,不要将弹窗展平为单个未分割的区域或省略三个部分中的任何一个,适用于所有模式级新建/编辑页面,enterprise-vue-refiner/data/global-layout-rules.csv#CRE-001
CRE-002,CRE,global,create-modal,弹窗标题区域需要包含企业标题和关闭按钮,button,default,alignment,如果 页面类型 = 创建模式 且 对象 = 新建/编辑模式标题 且 规则 = 需要模式标题区域以及业务标题和关闭按钮,则需要Modal header；包含业务标题（例如创建付款订单）以确认操作上下文以及右上角的关闭按钮以退出模式,否则不要省略标题或从模式中删除关闭按钮,,始终在弹窗标题中呈现业务标题和关闭按钮；右上角的关闭按钮,不要省略标题或从模式中删除关闭按钮,必需的元素；右上角的关闭按钮,enterprise-vue-refiner/data/global-layout-rules.csv#CRE-002
CRE-003,CRE,global,create-modal,表单控件和上传组件需要弹窗内容区域,form,default,logical-assertion,如果 页面类型 = 创建模式 且 对象 = 新建/编辑模式内容 且 规则 = 表单控件和上传组件需要模式内容区域,则是Modal内容区域；包含表单控件、带预览的上传/下载组件以及字段描述和格式限制等提示信息,否则不要将表单控件放在内容区域之外或跳过必需的字段标记和格式提示,form controls|upload/download|hints,在可滚动内容区域渲染表单控件和上传组件；用星号标记必填字段并显示格式提示,不要将表单控件放在内容区域之外或跳过必需的字段标记和格式提示,必需的元素；支持文本输入/下拉/日期选择器/上传/下载/提示,enterprise-vue-refiner/data/global-layout-rules.csv#CRE-003
CRE-004,CRE,global,create-modal,需要弹窗底部栏并固定在底部,button,default,background-color,如果 页面类型 = 创建模式并 且 对象 = 新建/编辑模式底部栏并 且 规则 = 模式底部栏是必需的并且固定在底部,则需要Modal footer bar并固定在底部；背景颜色应与内容区域不同，以实现视觉分离；包含提交/确认、保存草稿和取消按钮,否则 请勿使底部随内容滚动或删除三种标准按钮类型中的任何一种,submit/confirm|save draft|cancel,渲染固定底部，突出显示提交/确认、辅助保存草稿和低强调取消操作,不要使底部可随内容滚动或删除三种标准按钮类型中的任何一种,必需的元素；固定在底部，视觉分离,enterprise-vue-refiner/data/global-layout-rules.csv#CRE-004
CRE-005,CRE,global,create-page,页面级新建页需要面包屑导航,,default,alignment,如果 页面类型 = 新建页 且 对象 = 页面级新建页 且 规则 = 页面级新建页需要面包屑导航,则 页面级新建页必须在左上角包含面包屑导航，显示层次结构路径（例如页面 > 工作台 > 列表），并支持点击返回,否则不要省略面包屑或使面包屑成为非交互式,,在页面左上角渲染面包屑，并带有可点击的路径段,不要省略面包屑或使面包屑成为非交互式,页面级必需；支持点击返回,enterprise-vue-refiner/data/global-layout-rules.csv#CRE-005
CRE-006,CRE,global,create-page,页面级新建页需要明确的模块标题,,default,logical-assertion,如果 页面类型 = 新建页 且 对象 = 页面级新建页 且 规则 = 页面级新建页需要明确的模块标题,则页面级新建页必须显示清晰的模块名称作为页面标题,否则请勿省略页面标题或使用不明确的命名,,显示指示当前模块的描述性页面标题,不要省略页面标题或使用不明确的命名,页面级必需,enterprise-vue-refiner/data/global-layout-rules.csv#CRE-006
CRE-007,CRE,global,create-page,页面级新建页包括筛选区域和数据列表/表格,table,default,logical-assertion,如果 页面类型 = 新建页 且 对象 = 页面级新建页 且 规则 = 页面级新建页包括筛选区域和数据列表/表格,则页面级新建页包括顶部的筛选区域和搜索/筛选条件；数据列表/表格作为核心区域，具有分页、排序和列配置；列表上方或旁边的快速操作按钮,否则不要删除筛选区域或快速操作按钮或禁用分页,filter area|data list/table|pagination|sorting|column configuration|quick actions,在列表/表格上方渲染筛选区域；将快速操作放在筛选器或表格标题附近；启用分页和排序,不要删除筛选区域或快速操作按钮或禁用分页,页面级必需；支持搜索/筛选/分页/排序/列配置,enterprise-vue-refiner/data/global-layout-rules.csv#CRE-007
CRE-008,CRE,global,create-page,页面级底部包括分页和记录计数,,default,logical-assertion,如果 页面类型 = 新建页 且 对象 = 页面级新建页底部 且 规则 = 页面级底部包括分页和记录计数,则页面级底部包括分页控件和统计信息，显示当前筛选器下的总记录数,否则不要在页面级列表视图中省略分页或总记录数,pagination|record count,使用页面大小选择器和总记录数显示在页面底部呈现分页,不要省略页面级列表视图中的分页或总记录数,页面级列表视图必需,enterprise-vue-refiner/data/global-layout-rules.csv#CRE-008
CRE-009,CRE,global,create-page,单页模式，适用于只有少量字段适合 1-2 屏幕高度的表单,form,default,height,如果 页面类型 = 新建页 且 对象 = 新建页表单布局模式 且 规则 = 单页模式，适用于表单的字段数量在 1-2 屏幕高度内,当表单字段较少且适合 1-2 屏幕高度时，适用单页模式；无需步骤即可在一页上完成所有输入,否则 当表单适合一页时，不要强制使用基于步骤的布局,,当数据量较低时，在单个可滚动页面上呈现所有表单字段,当表单适合一页时，不要强制使用基于步骤的布局,适用于字段数较少且数据适合 1-2 个屏幕的情况,enterprise-vue-refiner/data/global-layout-rules.csv#CRE-009
CRE-010,CRE,global,create-page,适用于具有大量数据或字段依赖性的表单的步骤模式,form,default,height,如果 页面类型 = 新建页并 且 对象 = 新建页表单步骤布局模式 且 规则 = 具有大量数据或字段依赖性的表单的步骤模式,则 当表单字段很多（超过 2 个屏幕高度）或字段具有前后依赖关系，需要在继续之前进行部分验证时，适用“步进”模式；分步渐进进入,否则 不要对重型表单使用单页布局，或者在字段具有依赖性时跳过中间验证,,将表单拆分为逻辑步骤；在允许下一步之前验证当前步骤；支持步进导航,不要对繁重的表单使用单页布局，或者在字段具有依赖性时跳过中间验证,适用于字段计数较多或字段具有顺序依赖性的情况,enterprise-vue-refiner/data/global-layout-rules.csv#CRE-010
CRE-011,CRE,global,create-page,必填字段必须在标签左侧标有红色星号,form,default,alignment,如果 页面类型 = 新建页并 且 对象 = 新建页表单字段标签 且 规则 = 必填字段必须在标签左侧标有红色星号,则 必填表单字段的字段标签左侧必须有一个红色星号 (*) 标记,否则请勿省略所需的标记或将其放置在标签的右侧,Red asterisk (*) left of label,在所有必填字段的字段标签文本前放置红色星号,请勿省略所需的标记或将其放置在标签的右侧,红色星号仅适用于必填字段,enterprise-vue-refiner/data/global-layout-rules.csv#CRE-011
CRE-015,CRE,global,create-page,主要操作按钮使用蓝紫色/深蓝色,button,default,color,如果 页面类型 = 新建页 且 对象 = 新建页操作按钮 且 规则 = 主要操作按钮使用蓝紫色/深蓝色,则提交和确认等主要操作按钮应该使用蓝紫色或深蓝色来表示强烈意图的操作,否则不要使用弱或不相关的颜色来提交/确认强烈意图的操作,blue-purple/deep blue,将蓝紫色/深蓝色样式应用于主要操作按钮,不要使用弱或不相关的颜色来提交/确认强烈意图的操作,用于提交/确认强烈意图的操作,enterprise-vue-refiner/data/global-layout-rules.csv#CRE-015
LST-001,LST,global,list-page,列表页由筛选区和列表区组成,,default,logical-assertion,如果 页面类型 = 列表页面 且 对象 = 列表页面布局结构 且 规则 = 列表页面由筛选区域和列表区域组成,则List页面必须有两个部分：1）筛选区域，包括视图和筛选条件； 2）列表区域，用于呈现对象列表,否则不要删除筛选区域或将其合并到列表区域而不分离,,构建页面，筛选区域位于顶部，列表区域位于下方,不要删除筛选区域或将其合并到列表区域而不分离,两个核心部分：筛选器+列表,enterprise-vue-refiner/data/global-layout-rules.csv#LST-001
LST-002,LST,global,list-page,筛选区域包括视图和筛选条件,,default,logical-assertion,如果 页面类型 = 列表页面 且 对象 = 列表页面筛选区域 且 规则 = 筛选区域包括视图和筛选条件,则筛选区域必须包括视图切换器和筛选条件；用于缩小显示数据范围,否则不要省略筛选区域或删除视图切换功能,,在列表区域上方使用视图选择器和筛选条件控件渲染筛选区域,不要省略筛选区域或删除视图切换功能,必填部分；包括视图和筛选条件,enterprise-vue-refiner/data/global-layout-rules.csv#LST-002
LST-003,LST,global,list-page,列表区显示对象列表数据,,default,logical-assertion,如果 页面类型 = 列表页面 且 对象 = 列表页面列表区域 且 规则 = 列表区域则呈现对象列表数据,则列表区域是核心显示部分，用于以配置的格式（表格或卡片）呈现对象列表数据,否则请勿删除列表区域或在此部分中放置非列表内容,,使用表格或卡片格式的数据渲染筛选区域下方的列表区域,请勿删除列表区域或在此部分中放置非列表内容,必填部分；支持表格和卡片格式,enterprise-vue-refiner/data/global-layout-rules.csv#LST-003
LST-004,LST,global,list-page,当数据量超过30条或需要内联编辑时，使用表格模式,table,default,logical-assertion,如果 页面类型 = 列表页 且 对象 = 列表页表格式 且 规则 = 当数据量超过 30 项或需要内联编辑时使用表模式,则表格模式适用于： 数据量较大（30条以上），需要一屏批量查看；用户需要频繁的内联编辑和添加，无需页面切换,否则 不要对 10 个以下项目的小型数据集使用表格模式，这些数据集受益于可视化显示,Applies to high-volume data and inline editing scenarios,当记录超过 30 条或内联快速编辑是主要用例时，使用表格布局,对于受益于可视化显示的 10 个以下项目的小型数据集，请勿使用表格模式,,enterprise-vue-refiner/data/global-layout-rules.csv#LST-004
LST-005,LST,global,list-page,当数据量较小或需要图形呈现时使用卡片模式,card,default,state-definition,如果 页面类型 = 列表页 且 对象 = 列表页卡片格式 且 规则 = 当数据量较小或需要图形呈现时使用卡片模式,则卡模式适用于： 数据量较小（10 条以下）；信息需要图形化呈现（产品人员等）；页面上无需内联编辑或添加,否则 对于超过 30 个项目的大型数据集或需要内联编辑时，请勿使用卡片模式,Applies to low-volume data and visual display scenarios,当记录少于 10 条或需要视觉/图形表示时使用卡片布局,对于超过 30 个项目的大型数据集或需要内联编辑时，请勿使用卡片模式,,enterprise-vue-refiner/data/global-layout-rules.csv#LST-005
LST-006,LST,global,list-page,针对小批量场景的单列卡片布局,card,default,width,如果 页面类型 = 列表页 且 对象 = 列表页卡片单栏 且 规则 = 小量场景的单栏卡片布局,当项目数量较少且每张卡片需要全宽显示时，适用单列卡片布局（一行一列）,否则 当需要同时显示更多项目时，不要强制使用单列布局,For small quantity scenarios,当项目数较少并且每个项目都受益于全角演示时，每行使用一张卡片,当需要同时显示更多项目时，不要强制使用单列布局,,enterprise-vue-refiner/data/global-layout-rules.csv#LST-006
LST-007,LST,global,list-page,多列卡片布局，以图形方式显示更多项目,card,default,logical-assertion,如果 页面类型 = 列表页面 且 对象 = 列表页面卡多列 且 规则 = 多列卡布局，以图形显示更多项目,当需要显示的项目较多且需要图形化呈现时，则适用多列卡片布局（一行多列）,否则 当项目需要全角显示或需要内联编辑时，不要使用多列,For moderate quantity with graphical display needs,当项目数量适中并且视觉呈现很重要时，使用基于网格的卡片布局，每行多张卡片,当项目需要全角显示或需要内联编辑时，不要使用多列,,enterprise-vue-refiner/data/global-layout-rules.csv#LST-007
APV-001,APV,global,approval-page,审批页采用三栏加底栏复合布局,,default,alignment,如果 页面类型 = 审批页 且 对象 = 审批页布局结构 且 规则 = 审批页采用三栏加底栏复合布局,则审批页采用三栏加底栏的复合布局：左侧面板（公共明细区域）复用明细模板，用于订单/业务信息和物料明细；右侧面板（审批流程区域）使用垂直时间轴显示审批记录和流程状态；底部栏左侧有自定义插槽，右侧有决策按钮,否则不要使用单列布局或删除三个主要区域中的任何一个,,左详细面板和右审批面板并排且固定底栏的结构,不要使用单列布局或删除三个主要区域中的任何一个,左面板=详细模板；右面板=时间线；底部=插槽+按钮,enterprise-vue-refiner/data/global-layout-rules.csv#APV-001
APV-002,APV,global,approval-page,批准页面标题包括徽标、导航菜单、搜索、通知和用户头像,,default,alignment,如果 页面类型 = 审批页 且 对象 = 审批页标题区域 且 规则 = 审批页标题包括徽标、导航菜单、搜索、通知和用户头像,则渲染所有标题元素，其中徽标位于左上角，用户控件位于右上角；页面标题突出显示,否则不要忽略导航菜单或删除通知/图标控件,logo|navigation|search|notifications|avatar|page title,将徽标、导航、搜索、通知、头像和页面标题保留在批准标题中,不要省略导航菜单或删除通知/图标控件,支持快速复制/添加操作,enterprise-vue-refiner/data/global-layout-rules.csv#APV-002
APV-003,APV,global,approval-page,标题应用信息块最多包含 6 个表单字段,form,default,logical-assertion,如果 页面类型 = 批准页面 且 对象 = 批准页面标题应用信息 且 规则 = 标题应用信息块（最多 6 个表单字段）,则标题包括一个申请信息块，显示申请人、申请时间、申请类型、状态和关键业务字段,否则 header apply info 块中的字段不要超过 6 个,6 fields max,在应用信息块中显示最多 6 个关键字段,标头应用信息块中不要超过 6 个字段,突出显示订单 ID 和关键状态,enterprise-vue-refiner/data/global-layout-rules.csv#APV-003
APV-004,APV,global,approval-page,左侧面板重复使用带有选项卡和材料表的通用详细模板,table,default,alignment,如果 页面类型 = 审批页 且 对象 = 审批页左侧面板内容 且 规则 = 左侧面板重复使用带有选项卡和材料表的通用详情模板,则 左侧面板重用带有选项卡导航、基本信息区域、材料信息工具栏和带分页的表格以及底部操作区域的通用详情模板,否则不要删除选项卡导航或分页或禁用表格工具栏操作,tabs|basic info|material table|pagination|bottom actions,左侧面板中的渲染选项卡、基本信息、材质表工具栏、表格和分页,不要删除选项卡导航或分页或禁用表格工具栏操作,支持多级可折叠选项卡；表支持排序/筛选/批处理操作,enterprise-vue-refiner/data/global-layout-rules.csv#APV-004
APV-005,APV,global,approval-page,右侧面板以垂直时间线显示审批流程,,default,alignment,如果 页面类型 = 审批页 且 对象 = 审批页右侧面板审批流程 且 规则 = 右侧面板将审批流程显示为垂直时间线,则右侧面板以垂直时间线的形式显示审批历史记录和当前流程节点：顶部切换选项卡（审批记录/审批进度）；筛选选项卡（全部/仅同意/仅拒绝/仅转移）；时间轴节点由显示流程顺序的线连接,否则请勿使用水平布局进行审批流程或删除时间线连接线,,使用垂直时间线，节点由线连接；支持切换和筛选视图,不要使用水平布局进行审批流程或删除时间线连接线,默认查看审批记录,enterprise-vue-refiner/data/global-layout-rules.csv#APV-005
APV-006,APV,global,approval-page,每个时间线节点包含头像、状态图标、角色名称、状态文本、时间戳和评论,,default,icon,如果 页面类型 = 审批页 且 对象 = 审批页时间轴节点结构 且 规则 = 每个时间轴节点包含头像、状态图标、角色名称、状态文本、时间戳和注释,则每个时间线节点包含角色头像、状态图标、角色名称、状态文本、时间戳、负责/授权人信息以及可扩展的审批注释,否则不要省略时间戳或使注释不可扩展,green=agreed|red=rejected|blue=pending,渲染所有节点元素并展开/折叠以供注释；使用绿色表示同意，红色表示拒绝，蓝色表示待定,不要省略时间戳或使注释不可扩展,评论支持折叠/展开以避免信息过载,enterprise-vue-refiner/data/global-layout-rules.csv#APV-006
APV-007,APV,global,approval-page,底栏左槽用于带有文本截断的动态业务字段,,default,background-color,如果 页面类型 = 审批页 且 对象 = 审批页底栏自定义槽位 且 规则 = 用于带有文本截断的动态业务字段的底栏左侧槽位,则底栏左侧有一个自定义槽位区域，用于动态业务关键字段或提示；支持富文本或纯文本；溢出文本通过悬停tooltip自动截断；最多 11 个网格字符 (622px)；背景颜色建议浅粉色/浅灰色，以区别于主界面,否则不要让槽文本在没有截断的情况下溢出或使用激进的背景颜色,11 grid characters max; auto-truncate with hover tips,渲染自定义槽，并以最大宽度 622 px截断文本；在悬停tooltip上显示完整内容；使用浅色背景,不要让槽文本在没有截断的情况下溢出或使用激进的背景颜色,,enterprise-vue-refiner/data/global-layout-rules.csv#APV-007
APV-008,APV,global,approval-page,底部栏右侧有带有语义颜色的决策按钮,button,default,color,如果 页面类型 = 审批页 且 对象 = 审批页底栏决策按钮 且 规则 = 底栏右侧有带有语义颜色的决策按钮,则底部栏右侧包含流程决策按钮：会签、转移审核、拒绝和批准,否则不要将批准放置为非主要或跳过决策按钮的权限控制,gray=counter|pink=transfer|red=reject|purple=approve,按重要性顺序呈现按钮，其中批准为最右侧的主要按钮；使用语义颜色；加强权限控制和强制拒绝评论,不要将批准作为非主要按钮或跳过决策按钮的权限控制,拒绝可能需要强制输入评论,enterprise-vue-refiner/data/global-layout-rules.csv#APV-008
APV-011,APV,global,approval-page,字号：标题 18px、正文 14px、小/标签 12px、插槽提示 12px 斜体,,default,font-size,如果 页面类型 = 审批页 且 对象 = 审批页版式 且 规则 = 字号：标题 18px、正文 14px、小/标签 12px、插槽提示 12px 斜体,则在整个审批页上一致地应用指定的字号,否则不要使用任意字号或混淆版式层次结构,title=18px|body=14px|small=12px|hint=12px italic,对标题、正文、小标签和提示文本使用批准排版层次结构,不要使用任意字号或混淆排版层次结构,严格的版式层次结构,enterprise-vue-refiner/data/global-layout-rules.csv#APV-011
APV-012,APV,global,approval-page,间距：模块间隙24px，内部元素间隙12px，按钮组间隙8px,button,default,spacing,如果 页面类型 = 审批页 且 对象 = 审批页间距系统 且 规则 = 间距：模块gap-24px，内部元素间隙 12px，按钮组间隙 8px,则间距规则：模块之间24px，模块内内部元素之间12px，按钮组中按钮之间8px,否则请勿使用不一致的间距或混淆三个间距级别,24px|12px|8px,一致应用 24px 模块间隙、12px 内部元素间隙和 8px 分组按钮间隙,请勿使用不一致的间距或混淆三个间距级别,三级间距系统,enterprise-vue-refiner/data/global-layout-rules.csv#APV-012
APV-013,APV,global,approval-page,边框半径：卡片/按钮 4px，输入 4px，弹窗 8px,button,default,border-radius,如果 页面类型 = 审批页 且 对象 = 审批页边框半径 且 规则 = 边框半径：卡片/按钮 4px，输入 4px，模式 8px,则边框半径规则：卡片和按钮使用4px；输入字段使用 4px；弹窗和对话框使用 8px,否则不要混合半径值或将弹窗半径应用于卡片元素,cards/buttons/inputs=4px|modals=8px,对卡片/按钮/输入使用 4px 半径，对模式/对话框使用 8px 半径,不要混合半径值或将弹窗半径应用于卡片元素,按组件类型区分半径,enterprise-vue-refiner/data/global-layout-rules.csv#APV-013
APV-014,APV,global,approval-page,"浮层和弹窗使用 box-shadow 0 2px 8px rgba(0,0,0,0.1)",modal,default,box-shadow,"如果 页面类型 = 审批页 且 对象 = 审批页阴影 且 规则 = 浮层和弹窗使用 box-shadow 0 2px 8px rgba(0,0,0,0.1)","则浮层和弹窗使用 box-shadow 0 2px 8px rgba(0,0,0,0.1) 来实现层级阴影效果",否则不要在浮层上使用过重的阴影或跳过层级阴影,"0 2px 8px rgba(0,0,0,0.1)",将指定的 box-shadow 应用于所有浮动元素和弹窗,不要在浮层上使用过重的阴影或跳过层级阴影,浮动元素的高度一致,enterprise-vue-refiner/data/global-layout-rules.csv#APV-014
APV-015,APV,global,approval-page,移动设备隐藏非核心按钮，并通过表格的水平滚动保留关键操作,table,default,logical-assertion,如果 页面类型 = 审批页 且 对象 = 审批页响应式设计 且 规则 = 移动设备隐藏非核心按钮并通过表格的水平滚动保留关键操作,则是响应式规则：隐藏移动设备上的非核心按钮，同时保留关键操作；表格支持水平滚动以实现兼容性；在小屏幕上维护关键审批工作流程,否则请勿删除移动设备上的关键批准按钮或阻止表格水平滚动,,仅显示移动设备上的关键按钮；启用数据表的水平滚动；确保审批流程仍然可用,不要删除移动设备上的关键批准按钮或阻止表格水平滚动,关键操作的移动优先方法,enterprise-vue-refiner/data/global-layout-rules.csv#APV-015
LAY-016,LAY,global,all,对表格操作列使用图标按钮,table,default,icon,如果 对象 = 表格操作列按钮图标 且 规则 = 对表格操作列使用图标按钮,则Table操作栏必须使用图标按钮而不是文本按钮；每个操作均由一个图标表示，悬停时带有tooltip；图标应遵循一致的图标库,否则不要在表格操作列中使用纯文本按钮或图标+文本组合；不要混合文本和图标按钮样式,icon buttons with tooltip,使用带有tooltip的纯图标按钮来执行表行操作；使用仅图标样式对多个操作进行分组；使用语义图标颜色（例如编辑=蓝色删除=红色视图=默认）,表格操作列中不要使用纯文本按钮或图标+文本组合；不要混合文本和图标按钮样式,适用于所有页面类型的所有表格操作列,enterprise-vue-refiner/data/global-layout-rules.csv#LAY-016
LAY-017,LAY,global,all,自动调整表格列宽并水平滚动以防止溢出,table,default,min-width,如果 对象 = 表格列宽度响应溢出 且 规则 = 自动调整表格列宽度并水平滚动以防止溢出,则表格列应该自动适应容器宽度；当总列宽超过表格容器时添加水平滚动条；避免列中过多的空白；在重要列上设置最小宽度以防止压缩,否则 不要强制所有列固定较窄的宽度或留下大的空白区域；没有滚动条时不隐藏溢出内容,,使用表格布局自动或基于 Flex 的布局；在表包装器上启用overflow-x auto；设置每列适当的最小宽度,不要强迫所有列都固定狭窄的宽度或留下大的空白区域；没有滚动条时不隐藏溢出内容,适用于所有页面类型的所有表格,enterprise-vue-refiner/data/global-layout-rules.csv#LAY-017
CRE-016,CRE,global,create-page,底部按钮按重要性从左到右升序排列,button,default,alignment,如果 页面类型 = 新建页 且 对象 = 新建/编辑页面底部按钮顺序 且 规则 = 底部按钮按重要性从左到右升序排序,则 底部操作按钮必须从左到右从最低重要性到最高重要性排序，主要操作按钮放置在最右侧；破坏性操作（例如取消）应位于左侧,否则不要将主按钮放置在非最右边的位置或随机按钮顺序,ascending importance left-to-right,按重要性升序排列按钮：重要性最低的最左侧和最高重要性的最右侧作为主要按钮，具有突出的样式,不要将主按钮放置在非最右边的位置或随机按钮顺序,主要操作按钮始终位于最右侧,enterprise-vue-refiner/data/global-layout-rules.csv#CRE-016
CRE-017,CRE,global,create-page,状态标签应放置在标题区域标题的右侧,,default,alignment,如果 页面类型 = 新建页 且 对象 = 新建/编辑页面标题标签布局 且 规则 = 状态标签应放置在标题区域中标题的右侧,则 当页面具有包含标题或其他信息的标题区域时，任何状态标记或状态指示器都应位于标题和其他标题信息的右侧,否则请勿将状态标签放置在标题上方或下方或单独的行中,title right side,将状态标签与标题内联放置，并与标题文本的右侧对齐,请勿将状态标签放置在标题上方或下方或单独的行中,状态标签跟随标题内联,enterprise-vue-refiner/data/global-layout-rules.csv#CRE-017
APV-016,APV,global,approval-page,决策按钮按重要性从左到右升序排列,button,default,alignment,如果 页面类型 = 批准页面 且 对象 = 批准页面底部按钮顺序 且 规则 = 决策按钮按重要性从左到右升序排列,则 决策按钮必须从左到右从最低重要性到最高重要性排序，主要批准操作按钮放置在最右侧；破坏性行为（例如拒绝）应使用错误/危险风格并放置在主要内容的左侧,否则不要将主按钮放置在非最右边的位置或混淆语义按钮颜色,ascending importance left-to-right,按重要性升序排列按钮：重要性最低的最左侧和最高重要性的最右侧作为主要按钮，具有突出的样式；破坏性行为使用错误风格,不要将主按钮放置在非最右边的位置或混淆语义按钮颜色,主要批准按钮始终位于最右侧；破坏性行为使用错误风格,enterprise-vue-refiner/data/global-layout-rules.csv#APV-016
APV-017,APV,global,approval-page,状态标签应放置在标题区域标题的右侧,,default,alignment,如果 页面类型 = 审批页 且 对象 = 审批页标题标签布局 且 规则 = 状态标签应放置在标题区域中标题的右侧,则 当页面具有包含标题或其他信息的标题区域时，任何状态标记或状态指示器都应位于标题和其他标题信息的右侧,否则请勿将状态标签放置在标题上方或下方或单独的行中,title right side,将状态标签与标题内联放置，并与标题文本的右侧对齐,请勿将状态标签放置在标题上方或下方或单独的行中,状态标签跟随标题内联,enterprise-vue-refiner/data/global-layout-rules.csv#APV-017
LAY-018,LAY,global,all,搜索表单的标签宽度为 80 px，其他表单的标签宽度最大为 112 px（带省略号）,form,default,width,如果 对象 = 表单标签宽度布局 且 规则 = 搜索表单的标签宽度为 80 px，其他表单的最大宽度为 112 px（带省略号）,则在搜索/查询/筛选表单中标签宽度固定为80px；在所有其他表单模式（新建/编辑/详情）中，标签最大宽度为 112px，对于较长的标签，使用文本溢出省略号,否则 请勿在同一表单模式中使用不一致的标签宽度，或让长标签导致表单布局不对齐,80px search|112px others max,在搜索表单中使用固定的 80px 标签宽度；在其他表单模式下使用 max-width 112px 和文本溢出省略号,不要在同一表单模式中使用不一致的标签宽度，或者让长标签导致表单布局不对齐,112px，带省略号溢出,enterprise-vue-refiner/data/global-layout-rules.csv#LAY-018
LAY-019,LAY,global,all,表单行之间的 20 px垂直间隙占 18 px默认表单边距,form,default,spacing,如果 对象 = 表单行垂直间距 且 规则 = 表单行之间的 20 px垂直间隙，占 18 px默认表单边距,则表单行之间的垂直间距应为20px；由于表单组件具有 18 px的内置默认下边距，因此应应用额外的 2 px间隙来实现目标 20 px间距,否则在计算行间距时不要使用不一致的行间距或忽略默认的 18px 表单边距,20px total|18px default|2px extra,在表单行之间应用 20 px间隙（或在 18 px默认表单边距之上额外添加 2 px）,计算行间距时不要使用不一致的行间距或忽略默认的 18px 表单边距,目标 20px 行间隙净效果,enterprise-vue-refiner/data/global-layout-rules.csv#LAY-019
CRE-018,CRE,global,create-page,默认情况下，表单字段处于可编辑模式,form,default,state-definition,如果 页面类型 = 新建页并 且 对象 = 新建/编辑页面表单状态并 且 规则 = 默认情况下处于可编辑模式的表单字段,则新建/编辑页面中的表单字段默认应处于可编辑模式；所有表单输入控件和交互元素都必须可访问和可编辑，除非针对特定业务逻辑明确禁用,否则不要在新建/编辑页面中将整个表单或所有字段设置为禁用/只读状态,editable,默认设置表单字段为可编辑状态；仅在业务规则需要时禁用个别字段,不要在新建/编辑页面中将整个表单或所有字段设置为禁用/只读状态,适用于所有创建和编辑页面表单,enterprise-vue-refiner/data/global-layout-rules.csv#CRE-018
APV-018,APV,global,approval-page,默认情况下，表单字段处于禁用/只读模式,form,default,state-definition,如果 页面类型 = 审批页 且 对象 = 审批页表单状态 且 规则 = 默认情况下处于禁用/只读模式的表单字段,则审批页和只读页面中的表单字段默认应处于禁用/只读模式；所有表单输入控件和交互元素必须是不可编辑的，除非明确启用特定业务逻辑,否则请勿在审批或只读页面中保留可编辑的表单字段,disabled/read-only,默认将表单字段设置为禁用或只读状态；仅在业务规则需要时启用各个字段,不要让表单字段在审批或只读页面中可编辑,适用于所有审批和仅供查看的页面表单,enterprise-vue-refiner/data/global-layout-rules.csv#APV-018
